Company name,Job Description,Job Role,Skills,Location,Updated
accenture,"Project Role: Application DeveloperProject Role Description: Design ,  build and configure applications to meet business process and application requi...",Application Developer,"pyspark, development, data, engineering, etl, optimization, big, data, processing, aws, solutions, scala, docker, apache, java, git, shell, scripting, hadoop, python",Ahmedabad,1 day ago
Google India Pvt Ltd,"Systems Development Engineer ,  Google CloudLocation: Tel Aviv ,  Israel; Haifa ,  IsraelExperience Level: MidNote: By applying to this position you w...","Systems Development Engineer ,  Google Cloud","**, systems, automation, expertise, technical, infrastructure, management, eda, tools, proficiency, scripting, languages, (, python, ), cloud, systems, design, **, job, posting, recruitment, workforce, communication",Israel,1 day ago
Aujas Networks Pvt Ltd,Job Description: Conduct penetration testing for thin  &  thick client based applicationsIdentify and propose work-around for critical defects.Should ...,Sr. Consultant  Code Review   Web App,"fundamentals, .net, technologies, security, java, linux, telecom, perl, python, windows, ruby, consultant, web, technologies, project, delivery, .net, php",Bengaluru / Bangalore,1 day ago
Aujas Networks Pvt Ltd,Experience: Minimum 4  years of work experienceUsing analytical and statistical means to identify fraud patterns within large data sets usingDevelopme...,Analyst - Fraud,"hive, algorithms, rest, api, security, mysql, hadoop, python, problem, solving, mining, machine, learning, artificial, neural, networks, unix, shell","Delhi,  Delhi/NCR",1 day ago
krazy mantra hr solutions,"Hiring For HILS EngineerHILS EngineerDesired Profile:Skills: Hardware-In-Loop Benches  ( dSPACE / Opal RT / NI / ETAS etc. )  ,  CAN / LIN Tools ,  ve...",Hiring For HILS Engineer,"hardware, in, loop, benches, can, /, lin, tools, manual, /, automated, testing, electronic, product, development, programming, /, scripting, skills, python, perl","Chennai,  Bengaluru / Bangalore",1 day ago
Google India Pvt Ltd,": Silicon Low Power Design Engineer ,  TPULocation: Bengaluru ,  Karnataka ,  IndiaExperience Level: MidMinimum Qualifications:Bachelor's degree in El...","Silicon Low Power Design Engineer ,  TPU ,  Google Cloud","**, asic, /, soc, development, power, optimization, low, power, design, design, verification, programming, languages, (, python, c, /, c, ), **, job, posting, recruitment, workforce, communication",Bengaluru / Bangalore,Posted today
Dell India,"Secureworks  ( NASDAQ: SCWX )  is a global cybersecurity leader that secures human progress with Secureworks Taegis ,  a SaaS-based ,  open XDR platfo...",Product Support Team Leader,"software, support, troubleshooting, customer, service, networking, security, python, unix, /, linux, fundamentals, intrusion, detection, sql, perl, cloud, computing, windows, php",,Posted today
Google India Pvt Ltd,"Advertising Solutions Architect ,  gTech ,  gReach Program for People with Disabilities  ( Japanese ,  English ) Location: Tokyo ,  JapanPosition Type...","Advertising Solutions Architect ,  gTech ,  gReach Program for People with Disabilities  ( Japanese ,  English )","**, programming, languages, sql, databases, cross, functional, collaboration, technical, solution, architecture, problem, solving, analysis, **, css, xml, html, python, javascript, infrastructure, php",Japan,Posted today
krazy mantra hr solutions,"Hiring For ServiceNow-GRC / IRM:ServiceNow-GRC / IRMDesired Profile:Skills: ServiceNow developer ,  ServiceNow Developer with GRC Specialty to support...",Hiring For ServiceNow-GRC / IRM,"servicenow, developer, grc, specialty, java, /, j2ee, python, sql, business, rules, ajax, jquery, database, asp.net, perl","Chennai,  Bengaluru / Bangalore,  Pune,  Hyderabad/Secunderabad",1 day ago
Google India Pvt Ltd,": Software Engineer ,  ML / AI Reference Models ,  Google CloudLocation: Bengaluru ,  Karnataka ,  IndiaExperience Level: MidMinimum Qualifications:Ba...","Software Engineer ,  ML / AI Reference Models ,  Google Cloud","**, ml, model, development, c, /, c, programming, python, scripting, hardware, integration, soc, architecture, **, software, engineer, perl, machine, learning, infrastructure",Bengaluru / Bangalore,1 day ago
Google India Pvt Ltd,"Senior Research Scientist ,  Multilingual NLPLocation: Sydney NSW ,  AustraliaExperience Level: MidAt Google ,  we have a vision of empowerment and eq...","Senior Research Scientist ,  Multilingual NLP","**, natural, language, processing, machine, learning, algorithms, programming, with, python, research, publication, experience, experiment, management, skills, **, c, data, mining, compilers, mobile, infrastructure",Australia,Posted today
Microsoft India Pvt Ltd,OverviewAI is the strategic bet for Microsoft. The Azure AI Platform is right at the front end. Our project involves cutting edge technologies and pro...,Software Engineer 2,"**, generative, ai, large, language, models, cloud, services, machine, learning, software, development, **, c, security, java, debugging, software, engineer, c#, python, javascript",Hyderabad/Secunderabad,Posted today
Google India Pvt Ltd,"Machine Learning Solutions Engineer ,  Cloud Learning ServicesLocation: Sunnyvale ,  CA ,  USA; Atlanta ,  GA ,  USA; Austin ,  TX ,  USA; Chicago ,  ...","Machine Learning Solutions Engineer ,  Cloud Learning Services","**, machine, learning, models, cloud, technologies, programming, languages, technical, troubleshooting, data, warehousing, concepts, **, c, java, apache, python, hive, hadoop, infrastructure","Chicago,  Atlanta",Posted today
Google India Pvt Ltd,"Technical Solutions Consultant ,  Geo Auto Forward Deployed EngineeringLocation: Munich ,  GermanyExperience Level: MidMinimum qualifications:Bachelor...","Technical Solutions Consultant ,  Geo Auto Forward Deployed Engineering","**, technical, troubleshooting, data, analysis, sql, project, management, programming, languages, operations, management, **, c, java, mysql, python, web, technologies, operating, system, consultant",Germany,Posted today
Microsoft India Pvt Ltd,"OverviewOnline Advertising is one of the fastest growing businesses on the Internet today ,  with about $70 billion of a $600 billion advertising mark...",Data  &  Applied Scientist -2,"**, machine, learning, development, deep, learning, expertise, data, analysis, programming, languages, problem, solving, skills, **, algorithms, c, software, design, c#, python",Bengaluru / Bangalore,Posted today
Google India Pvt Ltd,": Generative AI Technical Solutions ConsultantLocation: Bengaluru ,  Karnataka ,  India; Pune ,  Maharashtra ,  IndiaExperience Level: EarlyMinimum Qu...",Generative AI Technical Solutions Consultant,"**, generative, ai, solutions, machine, learning, frameworks, cloud, ai, platforms, programming, languages, (, python, java, ), technical, consulting, **, artificial, intelligence","Bengaluru / Bangalore,  Pune",Posted today
Google India Pvt Ltd,"Technical Solutions Consultant ,  Customer ExperienceLocation: Hyderabad ,  Telangana ,  IndiaExperience: EarlyMinimum qualifications:Bachelors degree...","Technical Solutions Consultant ,  Customer Experience","technical, troubleshooting, project, management, programming, languages, sql, /, mysql, knowledge, data, analysis, skills, c, java, python, problem, solving, consultant, unix, /, linux",Hyderabad/Secunderabad,Posted today
Goldman Sachs Services Pvt Ltd,Goldman Sachs Strats business unit is a world leader in developing quantitative and technological techniques to solve complex business problems. Worki...,Quantitative Engineering - Associate - Global Banking  &  Markets,"quantitative, modeling, programming, languages, statistical, analysis, risk, management, financial, instruments, c, sql, database, html, object, oriented, programming, python, infrastructure",Bengaluru / Bangalore,Posted today
Wipro Technologies Ltd,": AI Data EngineerGood Programming Knowledge: Python ,  C  Python Libraries: Numpy ,  PandasDL Framework: Pytorch ,  Keras  /  Tensorflow ,  Scikit Le...",AI Developer,"programming, knowledge, python, c, python, libraries, numpy, pandas, dl, framework, pytorch, keras, /, tensorflow, scikit, learn, machine, learning, (, ml, ), deep, learning, (, dl, ), fundamentals, storage, docker, git, debugging, problem, solving, ooad",Bengaluru / Bangalore,few days ago
Capgemini India Pvt Ltd,": Python Test LeadCompany: Capgemini EngineeringLocation: Navi MumbaiExperience Required: 9 to 12 yearsAt Capgemini Engineering ,  the world leader in...",Senior Software Engineer - C,"**, python, scripting, team, leadership, troubleshooting, skills, test, automation, frameworks, version, control, (, git, /, svn, ), **, software, testing, team, player",Navi Mumbai,Posted today
Google India Pvt Ltd,": Full Chip CAD Physical Design Verification EngineerLocation: Tel Aviv ,  Israel; Haifa ,  IsraelExperience Level: MidNote: By applying to this posit...",Full Chip CAD Physical Design Verification Engineer,"**, eda, tools, experience, rtl, to, gds, flows, floorplanning, expertise, scripting, in, python, advanced, node, design, **, job, posting, recruitment, workforce, communication",Israel,Posted today
Google India Pvt Ltd,"## Physical Design CAD Expert**Locations:** Tel Aviv ,  Israel; Haifa ,  Israel  **Experience Level:** Mid**Minimum qualifications:**- Bachelor's degr...",Physical Design CAD Expert,"**, electronic, design, automation, rtl, to, gds, flow, system, on, chips, implementation, floorplanning, and, power, grid, scripting, in, python, **, job, posting, recruitment, workforce, communication",Israel,Posted today
AMAZON INDIA PVT LTD,Do you want to be in the forefront of engineering big data solutions that takes Transportation models to the next generation? Do you have a solid anal...,"Data Engineer II ,  ShipTech","**, big, data, technologies, data, modeling, etl, design, sql, proficiency, real, time, analytics, **, hive, algorithms, hadoop, perl, python, infrastructure",Hyderabad/Secunderabad,1 day ago
granicus,: DevOps Engineer IILocation: Costa Rica  ( Remote ) Department: Cloud Platforms  Platform Engineering  & amp; DevOpsJob Type: Full TimeThe CompanySer...,Granicus - DevOps Engineer 2,"**, cloud, platforms, ci, /, cd, automation, scripting, languages, security, practices, infrastructure, maintenance, **, hosting, devops, linux, software, engineering, c#, python, windows, ruby",,5 days ago
Google India Pvt Ltd,": Trust and Safety Analyst ,  User FeedbackLocation: Hyderabad ,  Telangana ,  IndiaExperience Level: MidMinimum Qualifications:Bachelor's degree or e...","Trust and Safety Analyst ,  User Feedback","**, data, analysis, expertise, sql, proficiency, python, programming, policy, enforcement, strategies, machine, learning, experience, **, job, posting, recruitment, workforce, communication, presentation, skills",Hyderabad/Secunderabad,Posted today
